400002,0,1,00,32450000,32450000,20010716,0,0,NBCN     ,0.000000,
400005,0,1,00,189529120,189529120,20010827,0,0,NBCN     ,0.000000,
400006,0,1,00,170900000,170900000,20010824,0,0,NBCN     ,0.000000,
400007,0,1,00,87005040,87005040,20010824,0,0,NBCN     ,0.000000,
400008,0,1,00,126401004,28078884,20011210,0,0,NBCN     ,0.000000,
400009,0,1,00,54991350,54991350,20011226,0,0,NBCN     ,0.000000,
400010,0,1,00,31050000,31050000,20020605,0,0,NBCN     ,0.000000,
400011,0,1,00,1576921067,326614510,20021025,0,0,NBCN     ,0.000000,
400012,0,1,00,398924769,222296894,20020920,0,0,NBCN     ,0.000000,
400013,0,1,00,106258095,56501795,20020927,0,0,NBCN     ,0.000000,
400016,0,1,00,259196782,205230771,20040116,0,0,NBCN     ,0.000000,
400017,0,1,00,179709871,122947556,20040317,0,0,NBCN     ,0.000000,
400018,0,1,00,102015147,33190885,20040512,0,0,NBCN     ,0.000000,
400019,0,1,00,225233150,216983150,20040521,0,0,NBCN     ,0.000000,
400020,0,1,00,288961676,106321720,20040526,0,0,NBCN     ,0.000000,
400021,0,1,00,367560000,223932640,20040526,0,0,NBCN     ,0.000000,
400022,0,1,00,157021602,99714998,20040521,0,0,NBCN     ,0.000000,
400023,0,1,00,248718128,163085641,20040528,0,0,NBCN     ,0.000000,
400025,0,1,00,84032000,48880000,20040528,0,0,NBCN     ,0.000000,
400026,0,1,00,184657283,107074456,20040526,0,0,NBCN     ,0.000000,
400027,0,1,00,446039218,206850128,20040528,0,0,NBCN     ,0.000000,
400028,0,1,00,285694086,114540592,20040526,0,0,NBCN     ,0.000000,
400029,0,1,00,239243921,76645059,20041119,0,0,NBCN     ,0.000000,
400030,0,1,00,284430708,127992790,20041122,0,0,NBCN     ,0.000000,
400031,0,1,00,242386349,155189034,20041122,0,0,NBCN     ,0.000000,
400032,0,1,00,75807654,51317654,20041126,0,0,NBCN     ,0.000000,
400033,0,1,00,140333684,109141513,20041201,0,0,NBCN     ,0.000000,
400035,0,1,00,149683196,139893396,20041203,0,0,NBCN     ,0.000000,
400036,0,1,00,338992567,60196169,20041201,0,0,NBCN     ,0.000000,
400037,0,1,00,104715000,104715000,20050603,0,0,NBCN     ,0.000000,
400038,0,1,00,700000000,209191989,20050905,0,0,NBCN     ,0.000000,
400039,0,1,00,458616038,301440000,20051012,0,0,NBCN     ,0.000000,
400040,0,1,00,164308602,56308602,20051123,0,0,NBCN     ,0.000000,
400041,0,1,00,226841796,155691288,20051125,0,0,NBCN     ,0.000000,
400042,0,1,00,177505509,129031209,20051128,0,0,NBCN     ,0.000000,
400043,0,1,00,49143200,29203200,20051128,0,0,NBCN     ,0.000000,
400044,0,1,00,338464128,175888554,20051129,0,0,NBCN     ,0.000000,
400045,0,1,00,302723222,204664142,20051128,0,0,NBCN     ,0.000000,
400046,0,1,00,185400000,84318660,20051128,0,0,NBCN     ,0.000000,
400048,0,1,00,389844000,387844000,20060804,0,0,NBCN     ,0.000000,
400049,0,1,00,173421772,122091282,20060602,0,0,NBCN     ,0.000000,
400050,0,1,00,352069773,212343530,20061108,0,0,NBCN     ,0.000000,
400051,0,1,00,261196200,246269751,20070202,0,0,NBCN     ,0.000000,
400052,0,1,00,287539200,221802095,20070209,0,0,NBCN     ,0.000000,
400053,0,1,00,227448000,111704125,20070613,0,0,NBCN     ,0.000000,
400054,0,1,00,141193630,130720000,20070723,0,0,NBCN     ,0.000000,
400055,0,1,00,818880000,261420000,20070803,0,0,NBCN     ,0.000000,
400056,0,1,00,103717016,43264000,20080123,0,0,NBCN     ,0.000000,
400057,0,1,00,238009490,136165032,20080428,0,0,NBCN     ,0.000000,
400059,0,1,00,1884718001,1784733757,20130422,0,0,NBCN     ,0.000000,
400060,0,1,00,171648789,35362789,20130604,0,0,NBCN     ,0.000000,
400061,0,1,00,5023400024,5023400024,20140806,0,0,NBCN     ,0.000000,
400062,0,1,00,3316328012,2443740000,20150720,0,0,NBCN     ,0.000000,
400064,0,1,00,1493771892,1493771892,20150915,0,0,NBCN     ,0.000000,
420008,0,1,02,110000000,110000000,20011210,0,0,NBCN     ,0.000000,
420011,0,1,02,21840000,21840000,20021025,0,0,NBCN     ,0.000000,
420016,0,1,02,74236802,74236802,20040116,0,0,NBCN     ,0.000000,
420032,0,1,02,32760000,32760000,20041126,0,0,NBCN     ,0.000000,
420047,0,1,02,79200000,79200000,20051128,0,0,NBCN     ,0.000000,
420058,0,1,02,15730000,15730000,20100205,0,0,NBCN     ,0.000000,
420063,0,1,02,125000000,125000000,20150915,0,0,NBCN     ,0.000000,
430002,0,1,00,381600000,353858620,20060123,0,0,NTTN1    ,0.000000,´´ÐÂ²ã
430003,0,1,00,60424822,47935703,20060331,0,0,NTTN     ,0.000000,»ù´¡²ã
430004,0,1,00,100067400,95179031,20060607,0,0,NTTN     ,0.000000,»ù´¡²ã
430005,0,1,00,132560000,131251062,20060728,0,0,NTTN1    ,0.000000,´´ÐÂ²ã
430009,0,1,00,104858970,98026346,20061128,0,0,NTTN     ,0.000000,»ù´¡²ã
430010,0,1,00,120000000,120000000,20061208,0,0,NTTN     ,0.000000,»ù´¡²ã
430011,0,1,00,348099999,322590885,20070123,0,0,NTTN1    ,0.000000,´´ÐÂ²ã
430014,0,1,00,89419564,76506707,20070615,0,0,NTTN1    ,0.000000,´´ÐÂ²ã
430015,0,1,00,49475286,49133486,20070618,0,0,NTTN     ,0.000000,»ù´¡²ã
